Orthogroup	Desmarestia-dudresnayi_BRAKER_proteins	Desmarestia-herbacea_MALE_proteins	PUBLIC_Ectocarpus-sp7_proteins	PUBLIC_Undaria-pinnatifida_MALE.pep	Schizocladia-ischiensis_proteins	Scytosiphon-promiscuus_MALE_proteins
OG0009575						prot_S-promiscuus_M_contig12.2121.1, prot_S-promiscuus_M_contig12.2122.1, prot_S-promiscuus_M_contig16.3532.1, prot_S-promiscuus_M_contig16.3535.1, prot_S-promiscuus_M_contig16.3537.1, prot_S-promiscuus_M_contig16.3540.1
OG0009576						prot_S-promiscuus_M_contig17.3950.1, prot_S-promiscuus_M_contig17.3952.1, prot_S-promiscuus_M_contig2.5291.1, prot_S-promiscuus_M_contig5.14946.1, prot_S-promiscuus_M_contig5.14956.1, prot_S-promiscuus_M_contig9.18826.1
OG0009577						prot_S-promiscuus_M_contig107.1329.1, prot_S-promiscuus_M_contig107.1333.1, prot_S-promiscuus_M_contig14.2712.1, prot_S-promiscuus_M_contig25.7276.1, prot_S-promiscuus_M_contig25.7277.1, prot_S-promiscuus_M_contig25.7280.1
OG0009578						prot_S-promiscuus_M_contig27.8075.1, prot_S-promiscuus_M_contig31.10123.1, prot_S-promiscuus_M_contig31.9831.1, prot_S-promiscuus_M_contig31.9847.1, prot_S-promiscuus_M_contig47.13909.1, prot_S-promiscuus_M_contig85.18574.1
OG0009579						prot_S-promiscuus_M_contig107.1328.1, prot_S-promiscuus_M_contig107.1331.1, prot_S-promiscuus_M_contig107.1332.1, prot_S-promiscuus_M_contig14.2711.1, prot_S-promiscuus_M_contig25.7274.1, prot_S-promiscuus_M_contig25.7275.1
OG0009580	Ddudresnayi_g1.t1, Ddudresnayi_g24115.t1, Ddudresnayi_g24116.t1, Ddudresnayi_g7749.t1, Ddudresnayi_g7750.t1					
OG0009581	Ddudresnayi_g2.t1, Ddudresnayi_g24114.t1, Ddudresnayi_g24355.t1, Ddudresnayi_g2941.t1	prot_D-herbacea_M_contig2.5071.1				
OG0009582	Ddudresnayi_g22246.t1, Ddudresnayi_g22305.t1, Ddudresnayi_g22640.t1, Ddudresnayi_g26238.t1, Ddudresnayi_g61.t1					
OG0009583	Ddudresnayi_g13692.t1, Ddudresnayi_g13726.t1, Ddudresnayi_g7860.t1, Ddudresnayi_g81.t1				prot_S-ischiensis_contig48.13776.1	
OG0009584	Ddudresnayi_g109.t1	prot_D-herbacea_M_contig33.8834.1	Ec-07_007400.1	Upin_00021351		prot_S-promiscuus_M_contig26.7686.1
OG0009585	Ddudresnayi_g127.t1		Ec-07_007460.1	Upin_00021101	prot_S-ischiensis_contig14.3274.1	prot_S-promiscuus_M_contig26.7664.1
OG0009586	Ddudresnayi_g129.t1	prot_D-herbacea_M_contig335.8945.1, prot_D-herbacea_M_contig586.13057.1			prot_S-ischiensis_contig29.8858.1, prot_S-ischiensis_contig31.9915.1	
OG0009587	Ddudresnayi_g12854.t1, Ddudresnayi_g14217.t1, Ddudresnayi_g160.t1				prot_S-ischiensis_contig88.20316.1, prot_S-ischiensis_contig88.20321.1	
OG0009588	Ddudresnayi_g16065.t1, Ddudresnayi_g168.t1, Ddudresnayi_g24046.t1, Ddudresnayi_g30122.t1, Ddudresnayi_g9649.t1					
OG0009589	Ddudresnayi_g184.t1, Ddudresnayi_g26291.t1, Ddudresnayi_g28085.t1	prot_D-herbacea_M_contig48.11527.1, prot_D-herbacea_M_contig48.11529.1				
OG0009590	Ddudresnayi_g185.t1, Ddudresnayi_g22842.t1, Ddudresnayi_g23237.t1, Ddudresnayi_g24490.t1, Ddudresnayi_g5631.t1					
OG0009591	Ddudresnayi_g13848.t1, Ddudresnayi_g19924.t1, Ddudresnayi_g206.t1, Ddudresnayi_g22292.t1, Ddudresnayi_g5530.t1					
OG0009592	Ddudresnayi_g14666.t1, Ddudresnayi_g14667.t1, Ddudresnayi_g209.t1, Ddudresnayi_g21342.t1, Ddudresnayi_g6550.t1					
OG0009593	Ddudresnayi_g260.t1	prot_D-herbacea_M_contig97.16104.1	Ec-12_002440.1	Upin_00018199		prot_S-promiscuus_M_contig5.14773.1
OG0009594	Ddudresnayi_g269.t1		Ec-12_002370.1	Upin_00018439	prot_S-ischiensis_contig11.2284.1	prot_S-promiscuus_M_contig5.14782.1
OG0009595	Ddudresnayi_g273.t1	prot_D-herbacea_M_contig97.16116.1	Ec-12_002330.1	Upin_00018203		prot_S-promiscuus_M_contig5.14786.1
OG0009596	Ddudresnayi_g281.t1	prot_D-herbacea_M_contig97.16121.1	Ec-12_002260.1	Upin_00018445		prot_S-promiscuus_M_contig5.14802.1
OG0009597	Ddudresnayi_g296.t1	prot_D-herbacea_M_contig97.16137.1	Ec-12_002120.1		prot_S-ischiensis_contig23.7061.1	prot_S-promiscuus_M_contig5.14809.1
OG0009598	Ddudresnayi_g314.t1	prot_D-herbacea_M_contig97.16153.1	Ec-12_002000.1	Upin_00018220		prot_S-promiscuus_M_contig5.14819.1
OG0009599	Ddudresnayi_g329.t1	prot_D-herbacea_M_contig97.16164.1	Ec-12_001890.1	Upin_00018225		prot_S-promiscuus_M_contig5.14828.1
OG0009600	Ddudresnayi_g333.t1	prot_D-herbacea_M_contig52.12199.1	Ec-12_001860.1	Upin_00018230		prot_S-promiscuus_M_contig5.14835.1
OG0009601	Ddudresnayi_g339.t1	prot_D-herbacea_M_contig52.12204.1	Ec-12_001760.1	Upin_00018464		prot_S-promiscuus_M_contig5.14840.1
OG0009602	Ddudresnayi_g11512.t1, Ddudresnayi_g19425.t1, Ddudresnayi_g20644.t1, Ddudresnayi_g355.t1, Ddudresnayi_g7623.t1					
OG0009603	Ddudresnayi_g18847.t1, Ddudresnayi_g19416.t1, Ddudresnayi_g360.t1, Ddudresnayi_g4221.t1, Ddudresnayi_g4772.t1					
OG0009604	Ddudresnayi_g12513.t1, Ddudresnayi_g1289.t1, Ddudresnayi_g18881.t1, Ddudresnayi_g390.t1, Ddudresnayi_g4273.t1					
OG0009605	Ddudresnayi_g23952.t1, Ddudresnayi_g25430.t1, Ddudresnayi_g3583.t1, Ddudresnayi_g447.t1, Ddudresnayi_g7825.t1					
OG0009606	Ddudresnayi_g4227.t1, Ddudresnayi_g449.t1, Ddudresnayi_g5367.t1, Ddudresnayi_g5376.t1, Ddudresnayi_g7870.t1					
OG0009607	Ddudresnayi_g11434.t1, Ddudresnayi_g3460.t1, Ddudresnayi_g463.t1, Ddudresnayi_g4773.t1, Ddudresnayi_g7715.t1					
OG0009608	Ddudresnayi_g489.t1	prot_D-herbacea_M_contig16.3298.1	Ec-01_004270.1		prot_S-ischiensis_contig22.6753.1	prot_S-promiscuus_M_contig2.4852.1
OG0009609	Ddudresnayi_g493.t1	prot_D-herbacea_M_contig16.3303.1	Ec-01_004350.1		prot_S-ischiensis_contig1.1049.1	prot_S-promiscuus_M_contig2.4853.1
OG0009610	Ddudresnayi_g494.t1	prot_D-herbacea_M_contig16.3304.1	Ec-01_004340.1, Ec-01_004340.2			prot_S-promiscuus_M_contig2.4854.1
OG0009611	Ddudresnayi_g12938.t1, Ddudresnayi_g19423.t1, Ddudresnayi_g22635.t1, Ddudresnayi_g24306.t1, Ddudresnayi_g495.t1					
OG0009612	Ddudresnayi_g496.t1	prot_D-herbacea_M_contig16.3305.1	Ec-00_009340.1		prot_S-ischiensis_contig23.7096.1	prot_S-promiscuus_M_contig2.4868.1
OG0009613	Ddudresnayi_g503.t1	prot_D-herbacea_M_contig16.3317.1	Ec-01_004380.1		prot_S-ischiensis_contig1.1052.1	prot_S-promiscuus_M_contig2.4876.1
OG0009614	Ddudresnayi_g517.t1	prot_D-herbacea_M_contig16.3328.1	Ec-01_004500.1		prot_S-ischiensis_contig23.7191.1	prot_S-promiscuus_M_contig2.4886.1
OG0009615	Ddudresnayi_g519.t1	prot_D-herbacea_M_contig16.3330.1	Ec-01_004520.1		prot_S-ischiensis_contig23.7188.1	prot_S-promiscuus_M_contig2.4889.1
OG0009616	Ddudresnayi_g521.t1	prot_D-herbacea_M_contig16.3333.1	Ec-01_004540.1		prot_S-ischiensis_contig1.554.1	prot_S-promiscuus_M_contig2.4891.1
OG0009617	Ddudresnayi_g522.t1	prot_D-herbacea_M_contig16.3335.1	Ec-01_004550.1, Ec-01_004550.2			prot_S-promiscuus_M_contig2.4892.1
OG0009618	Ddudresnayi_g525.t1	prot_D-herbacea_M_contig16.3336.1	Ec-01_004580.1		prot_S-ischiensis_contig22.6584.1	prot_S-promiscuus_M_contig2.4912.1
OG0009619	Ddudresnayi_g528.t1	prot_D-herbacea_M_contig16.3339.1	Ec-01_005080.1		prot_S-ischiensis_contig1.1051.1	prot_S-promiscuus_M_contig2.4947.1
OG0009620	Ddudresnayi_g533.t1	prot_D-herbacea_M_contig16.3346.1	Ec-01_005040.1		prot_S-ischiensis_contig23.7183.1	prot_S-promiscuus_M_contig2.4952.1
OG0009621	Ddudresnayi_g536.t1	prot_D-herbacea_M_contig16.3349.1	Ec-01_005090.1		prot_S-ischiensis_contig1.1047.1	prot_S-promiscuus_M_contig2.4955.1
OG0009622	Ddudresnayi_g539.t1	prot_D-herbacea_M_contig16.3351.1	Ec-01_005000.1		prot_S-ischiensis_contig1.927.1	prot_S-promiscuus_M_contig2.4943.1
OG0009623	Ddudresnayi_g540.t1, Ddudresnayi_g541.t1		Ec-01_004990.1		prot_S-ischiensis_contig1.1058.1	prot_S-promiscuus_M_contig2.4942.1
OG0009624	Ddudresnayi_g544.t1		Ec-01_004950.1, Ec-01_004950.2, Ec-01_004950.4			prot_S-promiscuus_M_contig2.4938.1
OG0009625	Ddudresnayi_g547.t1	prot_D-herbacea_M_contig16.3354.1	Ec-01_004930.1		prot_S-ischiensis_contig1.73.1	prot_S-promiscuus_M_contig2.4936.1
OG0009626	Ddudresnayi_g551.t1, Ddudresnayi_g552.t1		Ec-01_004900.1		prot_S-ischiensis_contig23.7129.1	prot_S-promiscuus_M_contig2.4933.1
OG0009627	Ddudresnayi_g553.t1, Ddudresnayi_g554.t1	prot_D-herbacea_M_contig16.3357.1	Ec-01_004880.1			prot_S-promiscuus_M_contig2.4931.1
OG0009628	Ddudresnayi_g556.t1, Ddudresnayi_g557.t1		Ec-01_004860.1		prot_S-ischiensis_contig1.70.1	prot_S-promiscuus_M_contig2.4929.1
OG0009629	Ddudresnayi_g560.t1	prot_D-herbacea_M_contig16.3359.1	Ec-01_004850.1		prot_S-ischiensis_contig1.76.1	prot_S-promiscuus_M_contig2.4927.1
OG0009630	Ddudresnayi_g569.t1	prot_D-herbacea_M_contig16.3365.1	Ec-01_004630.1		prot_S-ischiensis_contig1.31.1	prot_S-promiscuus_M_contig2.4922.1
OG0009631	Ddudresnayi_g570.t1	prot_D-herbacea_M_contig16.3366.1	Ec-01_004640.1		prot_S-ischiensis_contig1.32.1	prot_S-promiscuus_M_contig2.4921.1
OG0009632	Ddudresnayi_g576.t1	prot_D-herbacea_M_contig16.3373.1	Ec-01_004690.1		prot_S-ischiensis_contig11.2356.1	prot_S-promiscuus_M_contig2.4915.1
OG0009633	Ddudresnayi_g578.t1	prot_D-herbacea_M_contig16.3375.1	Ec-01_004720.1		prot_S-ischiensis_contig29.8698.1	prot_S-promiscuus_M_contig2.4895.1
OG0009634	Ddudresnayi_g584.t1	prot_D-herbacea_M_contig16.3381.1	Ec-01_005120.1		prot_S-ischiensis_contig68.17773.1	prot_S-promiscuus_M_contig2.4959.1
OG0009635	Ddudresnayi_g585.t1	prot_D-herbacea_M_contig16.3382.1	Ec-01_005110.1		prot_S-ischiensis_contig68.17771.1	prot_S-promiscuus_M_contig2.4958.1
OG0009636	Ddudresnayi_g588.t1, Ddudresnayi_g589.t1		Ec-01_004620.1		prot_S-ischiensis_contig1.734.1	prot_S-promiscuus_M_contig2.4907.1
OG0009637	Ddudresnayi_g592.t1	prot_D-herbacea_M_contig16.3385.1	Ec-01_004780.1		prot_S-ischiensis_contig21.6315.1	prot_S-promiscuus_M_contig2.4905.1
OG0009638	Ddudresnayi_g600.t1, Ddudresnayi_g601.t1	prot_D-herbacea_M_contig16.3396.1	Ec-01_005510.1			prot_S-promiscuus_M_contig2.5009.1
OG0009639	Ddudresnayi_g602.t1	prot_D-herbacea_M_contig16.3398.1	Ec-01_005300.1		prot_S-ischiensis_contig1.220.1	prot_S-promiscuus_M_contig2.4982.1
OG0009640	Ddudresnayi_g604.t1	prot_D-herbacea_M_contig16.3400.1	Ec-01_005350.1		prot_S-ischiensis_contig2.5443.1	prot_S-promiscuus_M_contig2.4988.1
OG0009641	Ddudresnayi_g608.t1	prot_D-herbacea_M_contig16.3403.1	Ec-01_005340.1		prot_S-ischiensis_contig2.5424.1	prot_S-promiscuus_M_contig2.4987.1
OG0009642	Ddudresnayi_g609.t1	prot_D-herbacea_M_contig16.3405.1	Ec-01_005380.1		prot_S-ischiensis_contig2.5422.1	prot_S-promiscuus_M_contig2.4990.1
OG0009643	Ddudresnayi_g610.t1	prot_D-herbacea_M_contig16.3406.1	Ec-01_005390.1		prot_S-ischiensis_contig66.17501.1	prot_S-promiscuus_M_contig2.4991.1
OG0009644	Ddudresnayi_g613.t1, Ddudresnayi_g615.t1	prot_D-herbacea_M_contig16.3407.1	Ec-01_005420.1			prot_S-promiscuus_M_contig2.4994.1
OG0009645	Ddudresnayi_g621.t1	prot_D-herbacea_M_contig170.3886.1	Ec-01_005450.1		prot_S-ischiensis_contig66.17500.1	prot_S-promiscuus_M_contig2.4997.1
OG0009646	Ddudresnayi_g624.t1	prot_D-herbacea_M_contig170.3885.1	Ec-01_005470.1		prot_S-ischiensis_contig66.17502.1	prot_S-promiscuus_M_contig2.5000.1
OG0009647	Ddudresnayi_g625.t1	prot_D-herbacea_M_contig170.3884.1	Ec-01_005480.1		prot_S-ischiensis_contig66.17491.1	prot_S-promiscuus_M_contig2.5001.1
OG0009648	Ddudresnayi_g626.t1	prot_D-herbacea_M_contig170.3882.1	Ec-01_005490.1		prot_S-ischiensis_contig66.17490.1	prot_S-promiscuus_M_contig2.5002.1
OG0009649	Ddudresnayi_g627.t1	prot_D-herbacea_M_contig170.3883.1	Ec-01_005500.1		prot_S-ischiensis_contig23.7217.1	prot_S-promiscuus_M_contig2.5003.1
OG0009650	Ddudresnayi_g628.t1	prot_D-herbacea_M_contig170.3881.1	Ec-01_005200.1		prot_S-ischiensis_contig2.5429.1	prot_S-promiscuus_M_contig2.4971.1
OG0009651	Ddudresnayi_g630.t1, Ddudresnayi_g630.t2		Ec-01_005240.1		prot_S-ischiensis_contig2.5432.1	prot_S-promiscuus_M_contig2.4976.1
OG0009652	Ddudresnayi_g631.t1	prot_D-herbacea_M_contig170.3879.1	Ec-01_005250.1		prot_S-ischiensis_contig2.5467.1	prot_S-promiscuus_M_contig2.4977.1
OG0009653	Ddudresnayi_g647.t1	prot_D-herbacea_M_contig170.3868.1	Ec-01_006140.1	Upin_00022796		prot_S-promiscuus_M_contig2.5047.1
OG0009654	Ddudresnayi_g652.t1	prot_D-herbacea_M_contig170.3865.1	Ec-01_005640.1	Upin_00023524		prot_S-promiscuus_M_contig2.5017.1
OG0009655	Ddudresnayi_g657.t1	prot_D-herbacea_M_contig170.3862.1	Ec-01_005610.1	Upin_00023161		prot_S-promiscuus_M_contig2.5012.1
OG0009656	Ddudresnayi_g669.t1	prot_D-herbacea_M_contig170.3852.1	Ec-01_005740.1		prot_S-ischiensis_contig121.2802.1	prot_S-promiscuus_M_contig2.5023.1
OG0009657	Ddudresnayi_g672.t1	prot_D-herbacea_M_contig170.3850.1	Ec-01_005880.1	Upin_00023155		prot_S-promiscuus_M_contig2.5052.1
OG0009658	Ddudresnayi_g673.t1	prot_D-herbacea_M_contig170.3849.1	Ec-01_005890.1	Upin_00023509		prot_S-promiscuus_M_contig2.5054.1
OG0009659	Ddudresnayi_g675.t1	prot_D-herbacea_M_contig684.13990.1	Ec-01_005860.1	Upin_00022450		prot_S-promiscuus_M_contig2.5051.1
OG0009660	Ddudresnayi_g696.t1		Ec-01_005980.1, Ec-01_005980.2	Upin_00022443		prot_S-promiscuus_M_contig2.5070.1
OG0009661	Ddudresnayi_g731.t1	prot_D-herbacea_M_contig18.4214.1	Ec-01_006420.1	Upin_00022768		prot_S-promiscuus_M_contig2.5107.1
OG0009662	Ddudresnayi_g740.t1, Ddudresnayi_g741.t1	prot_D-herbacea_M_contig18.4222.1	Ec-01_006500.1			prot_S-promiscuus_M_contig2.5127.1
OG0009663	Ddudresnayi_g755.t1	prot_D-herbacea_M_contig18.4230.1	Ec-01_007260.1	Upin_00022417		prot_S-promiscuus_M_contig2.5119.1
OG0009664	Ddudresnayi_g759.t1	prot_D-herbacea_M_contig18.4233.1	Ec-01_007230.1			prot_S-promiscuus_M_contig2.5115.1, prot_S-promiscuus_M_contig2.5130.1
OG0009665	Ddudresnayi_g771.t1	prot_D-herbacea_M_contig18.4245.1	Ec-01_007130.1	Upin_00022412		prot_S-promiscuus_M_contig2.5139.1
OG0009666	Ddudresnayi_g776.t1	prot_D-herbacea_M_contig18.4249.1	Ec-01_007090.1	Upin_00023115		prot_S-promiscuus_M_contig2.5143.1
OG0009667	Ddudresnayi_g780.t1		Ec-01_007070.1	Upin_00022409	prot_S-ischiensis_contig1.1029.1	prot_S-promiscuus_M_contig2.5145.1
OG0009668	Ddudresnayi_g788.t1	prot_D-herbacea_M_contig18.4257.1	Ec-01_007040.1	Upin_00023112		prot_S-promiscuus_M_contig2.5148.1
OG0009669	Ddudresnayi_g807.t1	prot_D-herbacea_M_contig533.12429.1	Ec-01_006940.1		prot_S-ischiensis_contig23.7097.1	prot_S-promiscuus_M_contig2.5162.1
OG0009670	Ddudresnayi_g15828.t1, Ddudresnayi_g841.t1	prot_D-herbacea_M_contig1.94.1, prot_D-herbacea_M_contig31.8408.1	Ec-26_006530.1			
OG0009671	Ddudresnayi_g860.t1	prot_D-herbacea_M_contig6.13313.1	Ec-01_006770.1	Upin_00022399		prot_S-promiscuus_M_contig2.5174.1
OG0009672	Ddudresnayi_g870.t1	prot_D-herbacea_M_contig6.13302.1	Ec-01_008630.1	Upin_00023087		prot_S-promiscuus_M_contig2.5361.1
OG0009673	Ddudresnayi_g886.t1	prot_D-herbacea_M_contig6.13288.1	Ec-01_008960.1	Upin_00022720	prot_S-ischiensis_contig68.17782.1	
OG0009674	Ddudresnayi_g904.t1	prot_D-herbacea_M_contig6.13265.1	Ec-01_009070.1	Upin_00022693		prot_S-promiscuus_M_contig2.5393.1
OG0009675	Ddudresnayi_g907.t1		Ec-01_009090.1, Ec-01_009090.2	Upin_00022361		prot_S-promiscuus_M_contig2.5395.1
OG0009676	Ddudresnayi_g911.t1		Ec-01_009170.1	Upin_00022696	prot_S-ischiensis_contig41.12518.1	prot_S-promiscuus_M_contig2.5401.1
OG0009677	Ddudresnayi_g918.t1	prot_D-herbacea_M_contig6.13252.1	Ec-01_009520.1	Upin_00022371		prot_S-promiscuus_M_contig2.5489.1
OG0009678	Ddudresnayi_g920.t1	prot_D-herbacea_M_contig6.13249.1	Ec-01_009570.1	Upin_00022709		prot_S-promiscuus_M_contig2.5486.1
OG0009679	Ddudresnayi_g979.t1	prot_D-herbacea_M_contig6.13202.1	Ec-01_011590.1	Upin_00022345		prot_S-promiscuus_M_contig2.5627.1
OG0009680	Ddudresnayi_g982.t1		Ec-01_011620.1, Ec-01_011620.3	Upin_00022677		prot_S-promiscuus_M_contig2.5624.1
OG0009681	Ddudresnayi_g997.t1		Ec-01_008310.1	Upin_00022342	prot_S-ischiensis_contig1.472.1	prot_S-promiscuus_M_contig2.5324.1
OG0009682	Ddudresnayi_g1054.t1	prot_D-herbacea_M_contig26.6975.1	Ec-01_007800.1	Upin_00022651		prot_S-promiscuus_M_contig2.5245.1
OG0009683	Ddudresnayi_g1056.t1	prot_D-herbacea_M_contig26.6974.1	Ec-01_007700.1	Upin_00022316		prot_S-promiscuus_M_contig2.5242.1
OG0009684	Ddudresnayi_g1064.t1	prot_D-herbacea_M_contig26.6968.1	Ec-01_007720.1	Upin_00023018	prot_S-ischiensis_contig21.6326.1	
OG0009685	Ddudresnayi_g1080.t1	prot_D-herbacea_M_contig26.6951.1	Ec-01_007610.1	Upin_00022635		prot_S-promiscuus_M_contig2.5229.1
OG0009686	Ddudresnayi_g1098.t1	prot_D-herbacea_M_contig26.6936.1	Ec-01_006610.1	Upin_00022306		prot_S-promiscuus_M_contig2.5193.1
OG0009687	Ddudresnayi_g1107.t1	prot_D-herbacea_M_contig26.6928.1	Ec-01_007340.1	Upin_00022303		prot_S-promiscuus_M_contig2.5205.1
OG0009688	Ddudresnayi_g1108.t1	prot_D-herbacea_M_contig26.6927.1	Ec-01_007350.1	Upin_00022625		prot_S-promiscuus_M_contig2.5206.1
OG0009689	Ddudresnayi_g1110.t1, Ddudresnayi_g1111.t1	prot_D-herbacea_M_contig26.6925.1	Ec-01_007380.1			prot_S-promiscuus_M_contig2.5196.1
OG0009690	Ddudresnayi_g1122.t1, Ddudresnayi_g1126.t1, Ddudresnayi_g1127.t1, Ddudresnayi_g19385.t1, Ddudresnayi_g19393.t1					
OG0009691	Ddudresnayi_g1134.t1, Ddudresnayi_g1426.t1, Ddudresnayi_g1427.t1, Ddudresnayi_g5436.t1, Ddudresnayi_g6944.t1					
OG0009692	Ddudresnayi_g1142.t1, Ddudresnayi_g1152.t1, Ddudresnayi_g13920.t1, Ddudresnayi_g13925.t1, Ddudresnayi_g18761.t1					
OG0009693	Ddudresnayi_g1149.t1, Ddudresnayi_g1150.t1, Ddudresnayi_g1151.t1, Ddudresnayi_g13921.t1, Ddudresnayi_g21315.t1					
OG0009694	Ddudresnayi_g1194.t1		Ec-18_000370.1	Upin_00004807, Upin_00004808		prot_S-promiscuus_M_contig30.9763.1
OG0009695	Ddudresnayi_g1227.t1, Ddudresnayi_g14028.t1, Ddudresnayi_g6867.t1, Ddudresnayi_g6868.t1, Ddudresnayi_g8035.t1					
OG0009696	Ddudresnayi_g1234.t1, Ddudresnayi_g1442.t1, Ddudresnayi_g1449.t1, Ddudresnayi_g3922.t1, Ddudresnayi_g5552.t1					
OG0009697	Ddudresnayi_g1248.t1, Ddudresnayi_g5528.t1, Ddudresnayi_g5839.t1, Ddudresnayi_g5849.t1, Ddudresnayi_g7360.t1					
OG0009698	Ddudresnayi_g11074.t1, Ddudresnayi_g1270.t1, Ddudresnayi_g14828.t1, Ddudresnayi_g23454.t1, Ddudresnayi_g2520.t1					
OG0009699	Ddudresnayi_g1273.t1, Ddudresnayi_g23137.t1, Ddudresnayi_g24087.t1, Ddudresnayi_g2521.t1, Ddudresnayi_g6104.t1					
OG0009700	Ddudresnayi_g1296.t1, Ddudresnayi_g14690.t1, Ddudresnayi_g16493.t1, Ddudresnayi_g23247.t1, Ddudresnayi_g7283.t1					
OG0009701	Ddudresnayi_g1305.t1, Ddudresnayi_g14679.t1, Ddudresnayi_g24633.t1, Ddudresnayi_g7301.t1, Ddudresnayi_g7302.t1					
OG0009702	Ddudresnayi_g1337.t1	prot_D-herbacea_M_contig38.9701.1	Ec-08_003480.1	Upin_00016687		prot_S-promiscuus_M_contig22.6308.1
OG0009703	Ddudresnayi_g1338.t1	prot_D-herbacea_M_contig38.9702.1	Ec-08_003500.1	Upin_00017056		prot_S-promiscuus_M_contig22.6307.1
OG0009704	Ddudresnayi_g1345.t1	prot_D-herbacea_M_contig38.9707.1	Ec-08_000250.1	Upin_00016680		prot_S-promiscuus_M_contig22.6565.1
OG0009705	Ddudresnayi_g1349.t1	prot_D-herbacea_M_contig38.9710.1	Ec-08_000280.1	Upin_00017790		prot_S-promiscuus_M_contig22.6562.1
OG0009706	Ddudresnayi_g1364.t1	prot_D-herbacea_M_contig38.9723.1	Ec-08_000450.1	Upin_00017042		prot_S-promiscuus_M_contig22.6546.1
OG0009707	Ddudresnayi_g1373.t1	prot_D-herbacea_M_contig38.9730.1	Ec-08_000590.1		prot_S-ischiensis_contig28.8554.1	prot_S-promiscuus_M_contig22.6538.1
OG0009708	Ddudresnayi_g1376.t1	prot_D-herbacea_M_contig38.9733.1	Ec-08_000750.1		prot_S-ischiensis_contig28.8592.1	prot_S-promiscuus_M_contig22.6523.1
OG0009709	Ddudresnayi_g1388.t1, Ddudresnayi_g1389.t1	prot_D-herbacea_M_contig38.9745.1		Upin_00004776		prot_S-promiscuus_M_contig28.8093.1
OG0009710	Ddudresnayi_g1390.t1	prot_D-herbacea_M_contig38.9746.1	Ec-08_000610.1	Upin_00017035		prot_S-promiscuus_M_contig22.6534.1
OG0009711	Ddudresnayi_g1393.t1	prot_D-herbacea_M_contig38.9750.1		Upin_00016661	prot_S-ischiensis_contig16.3967.1	prot_S-promiscuus_M_contig22.6532.1
OG0009712	Ddudresnayi_g14587.t1, Ddudresnayi_g14750.t1, Ddudresnayi_g1478.t1, Ddudresnayi_g23125.t1, Ddudresnayi_g4303.t1					
OG0009713	Ddudresnayi_g11083.t1, Ddudresnayi_g12503.t1, Ddudresnayi_g1498.t1, Ddudresnayi_g20526.t1, Ddudresnayi_g6290.t1					
OG0009714	Ddudresnayi_g1526.t1	prot_D-herbacea_M_contig343.9071.1	Ec-07_000110.1	Upin_00000173		prot_S-promiscuus_M_contig51.15248.1
OG0009715	Ddudresnayi_g1551.t1	prot_D-herbacea_M_contig221.5962.1		Upin_00000660	prot_S-ischiensis_contig52.14922.1	prot_S-promiscuus_M_contig51.15193.1
OG0009716	Ddudresnayi_g1552.t1, Ddudresnayi_g1553.t1		Ec-07_000570.1	Upin_00000409		prot_S-promiscuus_M_contig51.15194.1
OG0009717	Ddudresnayi_g1560.t1		Ec-07_000700.1	Upin_00000406	prot_S-ischiensis_contig55.15461.1	prot_S-promiscuus_M_contig51.15185.1
OG0009718	Ddudresnayi_g1568.t1	prot_D-herbacea_M_contig221.5948.1	Ec-07_000430.1	Upin_00000907		prot_S-promiscuus_M_contig51.15218.1
OG0009719	Ddudresnayi_g1581.t1	prot_D-herbacea_M_contig406.10371.1, prot_D-herbacea_M_contig406.10372.1	Ec-07_000350.1	Upin_00000674		
OG0009720	Ddudresnayi_g1596.t1	prot_D-herbacea_M_contig180.4277.1	Ec-07_000850.1	Upin_00000148		prot_S-promiscuus_M_contig51.15170.1
OG0009721	Ddudresnayi_g1619.t1	prot_D-herbacea_M_contig198.4768.1	Ec-07_001010.1	Upin_00000137	prot_S-ischiensis_contig24.7428.1	
OG0009722	Ddudresnayi_g1664.t1		Ec-06_002040.1	Upin_00012858	prot_S-ischiensis_contig18.4764.1	prot_S-promiscuus_M_contig3.9405.1
OG0009723	Ddudresnayi_g1665.t1		Ec-06_002030.1	Upin_00012512	prot_S-ischiensis_contig18.4765.1	prot_S-promiscuus_M_contig3.9403.1
OG0009724	Ddudresnayi_g1666.t1		Ec-06_002020.1, Ec-06_002020.3	Upin_00012859		prot_S-promiscuus_M_contig3.9402.1
OG0009725	Ddudresnayi_g1679.t1		Ec-06_001980.1	Upin_00012515	prot_S-ischiensis_contig15.3867.1	prot_S-promiscuus_M_contig3.9394.1
OG0009726	Ddudresnayi_g1690.t1		Ec-06_001930.1	Upin_00012863	prot_S-ischiensis_contig10.1301.1	prot_S-promiscuus_M_contig3.9389.1
OG0009727	Ddudresnayi_g1698.t1		Ec-06_001900.1	Upin_00012873	prot_S-ischiensis_contig15.3709.1	prot_S-promiscuus_M_contig3.9386.1
OG0009728	Ddudresnayi_g1700.t1		Ec-06_004230.1	Upin_00012871	prot_S-ischiensis_contig25.7951.1	prot_S-promiscuus_M_contig3.9176.1
OG0009729	Ddudresnayi_g1702.t1		Ec-06_004260.1	Upin_00012869	prot_S-ischiensis_contig25.7679.1	prot_S-promiscuus_M_contig3.9174.1
